gameId,playId,snap_frame
2018092309,1381,11
2018092309,2700,11
2018092309,3111,11
2018092309,3278,11
2018092309,3402,11
2018092309,3605,11
2018092309,3692,11
2018092310,301,11
2018092310,1095,11
2018092310,3559,11
2018092311,561,11
2018092311,1050,11
2018092311,1239,11
2018092311,1847,11
2018092311,2025,11
2018092311,2159,11
2018092311,3922,11
2018092312,156,11
2018092312,480,11
2018092312,725,11
2018092312,931,11
2018092312,1035,11
2018092312,1141,11
2018092312,2052,11
2018092312,2384,11
2018092312,2512,11
2018092312,2603,11
2018092312,3440,11
2018092312,3753,11
2018092312,4215,11
2018092313,124,11
2018092313,541,11
2018092313,991,11
2018092313,2625,11
2018092313,2959,11
2018092313,3059,11
2018092313,3381,10
2018092400,139,11
2018092400,223,11
2018092400,771,11
2018092400,1575,11
2018092400,1727,11
2018092400,3619,11
2018092400,4104,11
2018092400,4221,11
2018092700,1414,11
2018092700,1496,11
2018092700,1895,11
2018092700,3422,11
2018092700,4070,11
2018093000,2659,11
2018093000,2805,11
2018093001,303,11
2018093001,430,11
2018093001,652,11
2018093001,1367,11
2018093001,1656,11
2018093001,3005,11
2018093001,3107,11
2018093002,163,11
2018093002,244,11
2018093002,428,11
2018093002,1967,1
2018093002,2352,11
2018093002,2435,11
2018093003,126,11
2018093003,354,11
2018093003,439,11
2018093003,799,11
2018093003,1173,11
2018093003,1327,11
2018093003,1563,11
2018093003,2692,11
2018093003,2796,11
2018093003,2899,11
2018093003,3125,11
2018093003,3281,11
2018093004,522,11
2018093004,734,11
2018093004,1507,11
2018093004,1734,11
2018093004,3316,11
2018093004,3535,11
2018093005,207,11
2018093005,725,11
2018093005,1237,11
2018093005,2062,11
2018093005,2412,11
2018093005,2985,11
2018093005,3121,11
2018093005,3646,11
2018093005,3731,11
2018093005,4036,11
2018093006,192,11
2018093006,724,11
2018093006,971,11
2018093006,1283,11
2018093006,1487,11
2018093006,1666,11
2018093006,2346,10
2018093006,2469,11
2018093006,3313,11
2018093007,390,11
2018093007,497,11
2018093007,607,11
2018093007,881,11
2018093007,1060,11
2018093007,1195,11
2018093007,1503,11
2018093007,1815,10
2018093007,3113,11
2018093007,3393,11
2018093007,3513,11
2018093008,193,11
2018093008,362,11
2018093008,1189,11
2018093008,1322,11
2018093008,2376,11
2018093008,2829,11
2018093008,3296,11
2018093008,3465,7
2018093008,3728,11
2018093009,125,11
2018093009,221,11
2018093009,313,11
2018093009,1255,11
2018093009,1834,11
2018093009,2630,11
2018093009,2880,11
2018093009,3009,11
2018093009,3279,11
2018093009,3589,11
2018093009,4067,11
2018093009,4562,11
2018093009,5285,11
2018093010,212,10
2018093010,334,11
2018093010,1942,11
2018093010,2134,11
2018093010,2752,11
2018093010,2863,1
2018093010,3062,1
2018093010,3772,11
2018093010,3901,11
2018093011,168,11
2018093011,1053,11
2018093011,1761,11
2018093011,2252,11
2018093011,2806,11
2018093011,2906,11
2018093012,708,11
2018093012,794,11
2018093012,1820,11
2018093012,2191,11
2018093012,2336,11
2018093012,2538,11
2018093012,2699,11
2018093012,3122,11
2018093012,3595,11
2018100100,568,11
2018100100,830,11
2018100100,1592,11
2018100100,2618,11
2018100100,3000,11
2018100100,3648,11
2018100400,454,11
2018100400,554,11
2018100400,1465,11
2018100400,1632,11
2018100400,2531,11
2018100400,2618,11
2018100700,584,11
2018100700,736,11
2018100700,1191,11
2018100700,2315,11
2018100700,2473,11
2018100700,2576,11
2018100701,173,11
2018100701,317,11
2018100701,1006,11
2018100701,1150,11
2018100701,2132,11
2018100702,247,11
2018100702,687,11
2018100702,989,11
2018100702,1722,11
2018100702,1828,11
2018100702,2058,11
2018100702,2497,11
2018100702,3148,11
2018100702,3909,11
2018100703,263,11
2018100703,708,11
2018100703,818,11
2018100703,970,11
2018100703,1350,11
2018100703,1458,11
2018100703,1543,11
2018100703,1637,11
2018100703,2261,11
2018100703,3129,11
2018100703,3300,11
2018100703,3424,11
2018100703,3540,11
2018100703,3718,11
2018100703,4390,11
2018100703,4645,11
2018100703,4855,10
2018100704,324,11
2018100704,1568,11
2018100704,2023,11
2018100704,3913,11
2018100704,4475,11
2018100705,191,11
2018100705,668,11
2018100705,2406,11
2018100705,2529,11
2018100705,4518,11
2018100706,221,11
2018100706,941,11
2018100706,1103,11
2018100706,1287,10
2018100706,1377,11
2018100706,2167,11
2018100706,2928,10
2018100706,3032,11
2018100706,3120,11
2018100706,4001,11
2018100707,558,11
2018100707,1236,11
2018100707,1695,11
2018100707,1825,11
2018100707,2303,11
2018100707,3675,11
2018100708,375,11
2018100708,965,11
2018100708,1147,11
2018100708,1237,11
2018100708,1376,11
2018100708,2183,11
2018100709,383,11
2018100709,612,11
2018100709,821,11
2018100709,1469,11
2018100709,2685,11
2018100709,3311,1
2018100710,559,11
2018100710,666,11
2018100710,828,11
2018100710,1351,11
2018100710,1477,11
2018100710,1687,11
2018100710,1778,11
2018100710,2070,11
2018100710,2408,11
2018100710,2788,11
2018100710,3299,11
2018100710,3807,11
2018100711,156,1
2018100711,253,11
2018100711,971,11
2018100711,3642,11
2018100711,4076,11
2018100712,1052,11
2018100712,2268,11
2018100712,2851,11
2018100712,2943,11
2018100712,3117,11
2018100712,3630,11
2018100712,3738,11
2018100712,4211,11
2018101100,615,4
2018101100,708,11
2018101100,983,11
2018101100,1112,11
2018101100,1288,11
2018101100,1387,11
2018101100,1879,11
2018101100,3441,11
2018101100,3539,11
2018101100,4155,11
2018101400,619,11
2018101400,1135,11
2018101400,1655,11
2018101400,2231,11
2018101400,2602,11
2018101400,2904,11
2018101401,262,11
2018101401,373,11
2018101401,461,11
2018101401,1269,11
2018101401,1376,11
2018101401,1571,11
2018101401,2217,11
2018101401,2661,11
2018101401,2901,11
2018101401,3194,11
2018101402,178,11
2018101402,553,11
2018101402,643,11
2018101402,899,11
2018101402,1005,11
2018101402,1357,11
2018101402,1474,11
2018101402,2461,11
2018101402,2651,11
2018101402,3204,11
2018101402,3314,11
2018101403,325,11
2018101403,532,11
2018101403,856,11
2018101403,1095,11
2018101403,1546,11
2018101403,2303,11
2018101403,2424,11
2018101403,2530,11
2018101403,3013,11
2018101403,3358,11
2018101404,161,11
2018101404,245,11
2018101404,834,11
2018101404,1166,11
2018101404,1273,11
2018101405,135,11
2018101405,953,1
2018101405,1271,11
2018101405,1744,11
2018101405,1888,11
2018101405,2545,11
2018101405,2902,11
2018101405,3258,11
2018101405,3642,11
2018101405,3864,11
2018101406,742,11
2018101406,1384,11
2018101406,2021,11
2018101407,551,11
2018101407,705,11
2018101407,1573,11
2018101407,2457,11
2018101407,2784,11
2018101408,165,11
2018101408,251,11
2018101408,403,11
2018101408,1079,11
2018101408,1787,11
2018101408,1939,11
2018101408,2056,11
2018101409,129,11
2018101409,459,11
2018101409,1449,11
2018101409,1649,11
2018101409,2081,11
2018101409,2296,11
2018101409,2433,11
2018101410,117,11
2018101410,461,11
2018101410,916,11
2018101410,1258,11
2018101410,2001,11
2018101410,2085,11
2018101410,2172,11
2018101410,3610,11
2018101410,3770,11
2018101411,232,11
2018101411,897,11
2018101411,1338,11
2018101411,1427,11
2018101411,1511,11
2018101411,1915,11
2018101411,2544,1
2018101411,2631,11
2018101411,2809,11
2018101411,2979,11
2018101411,3066,11
2018101411,3377,11
2018101411,3461,11
2018101412,3590,11
2018101500,696,11
2018101500,1232,10
2018101500,1718,11
2018101500,2662,11
2018101500,3265,11
2018101500,3355,11
2018101500,3476,11
2018101800,284,10
2018101800,887,11
2018101800,1126,11
2018101800,1346,11
2018101800,1468,11
2018101800,1599,11
2018101800,1725,11
2018101800,1828,11
2018101800,2889,11
2018101800,3244,11
2018101800,3360,11
2018101800,3703,11
2018102100,469,11
2018102100,1093,11
2018102100,2133,11
2018102100,2261,11
2018102100,3032,11
2018102101,789,11
2018102101,1063,11
2018102101,2195,11
2018102101,2344,11
2018102101,3053,11
2018102102,438,11
2018102102,560,11
2018102102,1651,11
2018102102,2179,11
2018102102,2341,11
2018102102,3433,11
2018102102,4052,11
2018102102,4635,11
2018102103,126,11
2018102103,337,11
2018102103,429,11
2018102103,528,11
2018102103,1394,11
2018102103,2579,11
2018102103,2717,11
2018102103,3389,11
2018102104,450,11
2018102104,789,11
2018102104,995,11
2018102104,1108,11
2018102104,1731,11
2018102104,2049,11
2018102104,2380,11
2018102104,2463,11
2018102104,2996,11
2018102104,3169,11
2018102104,3798,11
2018102105,124,11
2018102105,738,11
2018102105,2090,11
2018102105,3075,11
2018102105,3594,11
2018102106,125,11
2018102106,481,11
2018102106,581,11
2018102106,719,11
2018102106,2576,11
2018102107,352,11
2018102107,489,11
2018102107,592,11
2018102107,744,11
2018102107,1029,11
2018102107,1126,11
2018102107,1497,11
2018102107,1587,11
2018102107,1729,11
2018102107,1817,11
2018102107,1917,11
2018102107,2078,11
2018102107,2406,11
2018102107,3111,11
2018102107,3222,11
2018102107,3709,11
2018102108,130,11
2018102108,284,11
2018102108,791,11
2018102108,1103,11
2018102108,1523,11
2018102108,2014,11
2018102108,3047,11
2018102108,3353,11
2018102109,234,11
2018102109,444,11
2018102109,811,11
2018102109,1096,11
2018102109,1595,11
2018102109,1838,11
2018102109,2576,11
2018102109,2756,11
2018102109,3524,11
2018102109,3906,11
2018102109,4445,11
2018102109,4666,11
2018102109,4748,11
2018102110,148,11
2018102110,620,11
2018102110,821,11
2018102110,1029,11
2018102110,1265,11
2018102110,1412,11
2018102110,2220,11
2018102110,2360,11
2018102110,2448,11
2018102110,2990,11
2018102110,3711,11
2018102111,126,11
2018102111,713,11
2018102111,831,11
2018102111,2168,11
2018102111,3155,11
2018102111,3243,11
2018102111,3524,11
2018102111,3651,11
2018102200,171,11
2018102200,393,11
2018102200,682,11
2018102200,961,11
2018102200,1153,11
2018102200,1240,11
2018102200,3067,11
2018102500,386,11
2018102500,1210,11
2018102500,1458,11
2018102500,2049,11
2018102500,2060,11
2018102500,2615,11
2018102500,2736,11
2018102500,3779,11
2018102500,4080,11
2018102800,776,11
2018102800,1437,11
2018102800,1834,11
2018102800,2455,11
2018102800,3407,11
2018102801,579,11
2018102801,696,11
2018102801,1170,11
2018102801,2345,11
2018102801,2588,11
2018102801,3502,11
2018102802,153,11
2018102802,498,11
2018102802,1246,11
2018102802,1431,11
2018102802,1539,11
2018102802,1647,11
2018102802,1858,11
2018102802,1977,11
2018102802,2156,11
2018102802,2282,11
2018102802,2689,11
2018102802,3570,11
2018102802,3855,11
2018102803,561,11
2018102803,673,11
2018102803,1557,11
2018102803,2969,11
2018102803,3261,10
2018102803,3729,11
2018102803,3938,11
2018102803,4054,11
2018102804,265,11
2018102804,1172,11
2018102804,1766,11
2018102804,1965,11
2018102804,2447,11
2018102804,3188,11
2018102804,3377,11
2018102804,3842,11
2018102805,115,11
2018102805,216,11
2018102805,1544,11
2018102805,2565,11
2018102805,3622,11
2018102805,3716,11
2018102805,3836,11
2018102805,4263,11
2018102806,219,11
2018102806,369,11
2018102806,906,10
2018102806,1086,10
2018102806,1880,11
2018102806,2070,11
2018102806,2252,11
2018102806,2333,11
2018102806,3175,11
2018102806,3389,10
2018102807,484,11
2018102807,651,11
2018102807,985,11
2018102807,2487,11
2018102807,2611,11
2018102807,3169,11
2018102807,3463,11
2018102807,3568,11
2018102807,3691,11
2018102808,420,11
2018102808,1193,11
2018102808,3376,11
2018102809,136,11
2018102809,222,11
2018102809,543,11
2018102809,785,11
2018102809,1390,11
2018102809,1866,11
2018102809,2190,11
2018102809,2377,11
2018102809,2711,11
2018102809,3409,11
2018102809,3743,8
2018102810,179,11
2018102810,351,11
2018102810,724,11
2018102810,1069,11
2018102810,1155,11
2018102810,1376,11
2018102810,1524,11
2018102810,1715,11
2018102810,2252,11
2018102810,2770,11
2018102810,3717,11
2018102810,3814,1
2018102811,851,11
2018102811,1453,11
2018102811,2652,11
2018102811,3697,11
2018102900,208,11
2018102900,391,11
2018102900,1078,11
2018102900,1566,11
2018102900,2694,11
2018102900,2817,11
2018102900,3178,11
2018102900,3646,11
2018102900,4702,11
2018110100,656,11
2018110100,1321,11
2018110100,1475,11
2018110100,1675,11
2018110100,2239,11
2018110100,2518,11
2018110100,2687,10
2018110100,3066,11
2018110100,3679,11
2018110400,254,11
2018110400,1105,11
2018110400,1883,11
2018110400,2030,11
2018110400,3127,11
2018110400,3265,11
2018110400,4196,11
2018110401,260,11
2018110401,434,11
2018110401,661,11
2018110401,758,11
2018110401,1221,11
2018110401,1319,11
2018110401,1734,11
2018110401,2180,11
2018110401,3274,11
2018110401,3585,11
2018110402,116,11
2018110402,198,11
2018110402,580,11
2018110402,1295,11
2018110402,2234,11
2018110402,2327,11
2018110402,2410,11
2018110402,3781,11
2018110402,3884,11
2018110403,252,11
2018110403,3760,11
2018110403,4011,11
2018110404,137,11
2018110404,230,11
2018110404,408,11
2018110404,515,11
2018110404,639,11
2018110404,1046,11
2018110404,1140,11
2018110404,1266,11
2018110404,2134,11
2018110404,2319,11
2018110404,2410,11
2018110404,2496,11
2018110404,2908,11
2018110404,3343,11
2018110404,3620,11
2018110405,461,11
2018110405,544,11
2018110405,1601,11
2018110405,1953,11
2018110405,2184,10
2018110405,2331,11
2018110405,2431,8
2018110405,2559,11
2018110405,3680,11
2018110406,163,11
2018110406,597,11
2018110406,1038,11
2018110406,2499,11
2018110406,2587,11
2018110406,2965,11
2018110406,3140,8
2018110407,329,11
2018110407,420,11
2018110407,1283,11
2018110407,1368,11
2018110407,1701,11
2018110407,2212,11
2018110407,2301,11
2018110407,3058,11
2018110407,3171,11
2018110407,3340,11
2018110407,3563,11
2018110408,879,11
2018110408,1130,11
2018110408,1231,11
2018110408,1478,11
2018110408,1668,11
2018110408,2333,11
2018110408,2424,11
2018110408,2814,11
2018110408,2989,11
2018110408,3147,11
2018110408,3336,11
2018110408,4067,11
2018110409,2864,11
2018110409,3312,11
2018110409,3830,11
2018110410,868,11
2018110410,1073,11
2018110410,1386,11
2018110410,1485,11
2018110410,2299,11
2018110410,3090,11
2018110410,3300,11
2018110410,3835,11
2018110500,1432,11
2018110500,2162,11
2018110500,2728,11
2018110500,3200,11
2018110800,491,11
2018110800,1001,11
2018110800,1913,11
2018110800,2455,11
2018110800,3026,11
2018110800,3116,11
2018110800,3504,11
2018111100,570,11
2018111100,939,11
2018111100,2603,11
2018111100,2772,11
2018111100,2856,11
2018111100,3423,11
2018111100,4106,11
2018111101,1057,11
2018111101,1448,11
2018111101,2107,11
2018111101,2799,11
2018111102,145,11
2018111102,333,11
2018111102,2114,11
2018111102,2320,11
2018111102,2653,11
2018111102,3125,11
2018111102,3626,11
2018111103,576,11
2018111103,1865,11
2018111103,3113,10
2018111104,385,11
2018111104,505,11
2018111104,1029,10
2018111104,2800,11
2018111104,3351,11
2018111104,3472,11
2018111105,859,11
2018111105,1260,11
2018111105,1714,11
2018111105,1907,11
2018111105,2624,11
2018111105,2724,11
2018111105,2899,11
2018111105,3239,11
2018111105,3342,11
2018111105,3762,11
2018111106,201,11
2018111106,323,11
2018111106,409,11
2018111106,863,11
2018111106,1139,11
2018111106,2279,11
2018111106,2396,11
2018111106,3010,11
2018111106,3089,11
2018111106,3389,11
2018111106,3475,11
2018111107,305,11
2018111107,529,11
2018111107,1289,11
2018111107,2263,11
2018111107,3321,11
2018111107,3969,11
2018111108,816,11
2018111108,1345,11
2018111108,1633,11
2018111108,1721,11
2018111108,2354,11
2018111108,2443,11
2018111108,2649,11
2018111108,3059,11
2018111108,3238,11
2018111108,3718,11
2018111108,3804,11
2018111109,453,11
2018111109,753,11
2018111109,1413,11
2018111109,2067,11
2018111109,2274,11
2018111109,2425,11
2018111109,3578,8
2018111110,1095,11
2018111110,1293,11
2018111110,1396,11
2018111110,1914,11
2018111110,4058,11
2018111111,124,11
2018111111,216,11
2018111111,603,11
2018111111,918,11
2018111111,2174,11
2018111111,3809,11
2018111200,123,11
2018111200,553,11
2018111200,1150,11
2018111200,1271,11
2018111200,2773,11
2018111200,3165,11
2018111200,3300,11
2018111200,3391,11
2018111500,265,11
2018111500,976,11
2018111500,1074,11
2018111500,1702,11
2018111500,2493,11
2018111500,2583,11
2018111500,2681,11
2018111500,2766,11
2018111500,2896,11
2018111500,3804,11
2018111800,263,11
2018111800,978,11
2018111800,1230,11
2018111800,1363,11
2018111800,3222,11
2018111801,140,11
2018111801,621,11
2018111801,776,11
2018111801,886,11
2018111801,981,11
2018111801,1530,11
2018111801,1618,11
2018111801,2079,11
2018111801,3224,11
2018111801,3999,11
2018111802,128,11
2018111802,1013,11
2018111802,1485,11
2018111802,2310,11
2018111802,3440,11
2018111803,779,11
2018111803,948,11
2018111803,1089,11
2018111803,1180,11
2018111803,1361,11
2018111803,1896,11
2018111803,2045,11
2018111803,2706,11
2018111803,3604,11
2018111803,3719,11
2018111804,330,11
2018111804,493,11
2018111804,595,11
2018111804,1342,11
2018111804,1582,11
2018111804,2351,11
2018111804,2839,11
2018111804,3422,11
2018111804,3576,11
2018111805,955,11
2018111805,1081,11
2018111805,1623,11
2018111805,3298,11
2018111805,4101,11
2018111806,136,11
2018111806,580,11
2018111806,1306,11
2018111806,1422,11
2018111806,2696,11
2018111806,3897,11
2018111807,644,11
2018111807,746,11
2018111807,863,11
2018111807,1158,11
2018111807,1594,11
2018111807,1686,11
2018111807,1771,11
2018111807,1927,11
2018111807,2153,11
2018111807,2577,11
2018111807,3083,11
2018111807,3329,11
2018111807,3658,11
2018111807,3784,11
2018111807,3870,11
2018111807,4034,11
2018111808,687,11
2018111808,2022,11
2018111808,2668,11
2018111808,3884,11
2018111808,4107,11
2018111809,145,11
2018111809,462,11
2018111809,1500,11
2018111809,1716,11
2018111809,2961,11
2018111809,3815,11
2018111810,176,11
2018111810,289,11
2018111810,381,11
2018111810,533,11
2018111810,1042,11
2018111810,1747,11
2018111810,1862,11
2018111810,1996,11
2018111810,2312,11
2018111810,2438,11
2018111810,3197,11
2018111810,3296,11
2018111810,3401,11
2018111810,3651,11
2018111810,4036,11
2018111900,512,11
2018111900,2111,11
2018111900,3829,11
2018111900,4032,11
2018111900,4606,11
2018111900,4707,11
2018111900,5456,11
2018112200,133,11
2018112200,241,11
2018112200,477,11
2018112200,692,11
2018112200,790,11
2018112200,1736,11
2018112200,2451,11
2018112200,2619,11
2018112200,2757,11
2018112200,3651,11
2018112201,415,10
2018112201,534,11
2018112201,908,1
2018112201,1182,9
2018112201,1266,11
2018112201,1865,10
2018112201,1990,11
2018112201,2217,11
2018112201,2305,11
2018112201,2856,11
2018112201,3916,11
2018112202,1370,11
2018112202,2237,11
2018112202,2333,11
2018112202,3058,11
2018112202,3816,11
2018112500,826,11
2018112500,1028,11
2018112500,1273,11
2018112500,1461,11
2018112500,1748,11
2018112500,3528,11
2018112500,3650,11
2018112500,3933,11
2018112501,199,11
2018112501,731,11
2018112501,1385,11
2018112501,1905,11
2018112501,2407,11
2018112501,2554,11
2018112501,2778,11
2018112501,2912,11
2018112501,3634,11
2018112501,3763,11
2018112501,3963,11
2018112501,4207,11
2018112502,117,11
2018112502,523,11
2018112502,1166,11
2018112502,1286,11
2018112503,954,11
2018112503,2446,11
2018112503,2541,11
2018112503,3109,11
2018112503,3668,11
2018112503,4188,11
2018112504,668,11
2018112504,996,11
2018112504,1109,11
2018112504,1202,11
2018112504,1397,11
2018112504,1526,11
2018112504,2312,11
2018112504,3631,11
2018112504,3982,11
2018112505,231,11
2018112505,417,11
2018112505,1016,11
2018112505,1315,11
2018112505,1469,11
2018112505,2002,11
2018112505,3262,11
2018112505,3680,11
2018112505,3789,11
2018112506,496,11
2018112506,947,11
2018112506,2409,11
2018112506,2502,11
2018112506,2965,11
2018112506,3125,11
2018112506,3238,11
2018112507,120,11
2018112507,255,11
2018112507,560,16
2018112507,646,11
2018112507,822,11
2018112507,1082,11
2018112507,1967,11
2018112507,3094,10
2018112507,3539,11
2018112507,3661,11
2018112507,4098,11
2018112508,392,11
2018112508,1025,11
2018112508,1751,11
2018112508,2594,11
2018112508,2995,11
2018112508,3080,11
2018112508,3232,11
2018112509,117,11
2018112509,1242,11
2018112509,2302,11
2018112509,2455,11
2018112509,2609,11
2018112509,3012,11
2018112509,3099,11
2018112509,3830,11
2018112509,4003,11
2018112510,167,11
2018112510,272,11
2018112510,363,11
2018112510,1306,11
2018112510,1683,11
2018112510,2355,11
2018112510,2450,11
2018112510,2857,11
2018112510,3157,11
2018112600,323,11
2018112600,803,11
2018112600,1438,11
2018112600,1733,11
2018112600,1927,11
2018112600,2775,11
2018112600,3013,11
2018112600,3109,10
2018112600,3423,11
2018112600,3685,11
2018112900,432,11
2018112900,558,11
2018112900,650,11
2018112900,1110,11
2018112900,2456,11
2018112900,3018,11
2018120200,769,11
2018120200,1457,10
2018120200,1714,11
